,1989
0,0.6915679097175598
1,0.6783008456230164
2,0.6773606193065643
3,0.5115863823890686
4,0.28406296581029894
5,0.25838918425142765
6,0.07035192318260669
7,0.016343879615888
8,0.003228940861299634
9,0.00224620696157217
10,0.001879371930845082
11,0.0016178588848561049
12,0.001536008305847645
13,0.0013619842333719135
14,0.0013424229435622691
