,1989
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,0.9983974358974359
9,1.0
10,0.9951923076923077
11,0.9951923076923077
12,0.9919871794871794
13,0.9759615384615385
14,0.8701923076923077
