,1988
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,1.0
9,0.9979871175523349
10,0.9911433172302737
11,0.9931561996779388
12,0.9830917874396136
13,0.9259259259259259
14,0.8272946859903382
