,1988
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,0.9983579638752051
7,0.9950738916256157
8,0.9917898193760262
9,0.9967159277504104
10,1.0
11,0.9950738916256157
12,0.9556650246305418
13,0.8866995073891625
14,0.7454844006568144
