,1988
0,0.71965980052948
1,0.6990976738929748
2,0.6840561175346375
3,0.6473881554603577
4,0.38123387187719343
5,0.13448618162423373
6,0.046276609851047396
7,0.042079669926315545
8,0.005936524020507932
9,0.0014307782892137766
10,0.0011625259066931903
11,0.0010079865576699376
12,0.0008984667365439236
13,0.0008745573228225112
14,0.0008474970469251275
