,1989
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,1.0
9,0.9983766233766234
10,0.9951298701298702
11,0.9878246753246753
12,0.976461038961039
13,0.9537337662337663
14,0.8733766233766234
