1988
"{'TP': 899, 'TN': 0, 'FP': 901, 'FN': 0}"
"{'TP': 899, 'TN': 0, 'FP': 901, 'FN': 0}"
"{'TP': 64, 'TN': 881, 'FP': 20, 'FN': 835}"
"{'TP': 0, 'TN': 901, 'FP': 0, 'FN': 899}"
"{'TP': 680, 'TN': 326, 'FP': 575, 'FN': 219}"
"{'TP': 889, 'TN': 24, 'FP': 877, 'FN': 10}"
"{'TP': 899, 'TN': 7, 'FP': 894, 'FN': 0}"
"{'TP': 899, 'TN': 11, 'FP': 890, 'FN': 0}"
"{'TP': 890, 'TN': 28, 'FP': 873, 'FN': 9}"
"{'TP': 842, 'TN': 112, 'FP': 789, 'FN': 57}"
"{'TP': 714, 'TN': 385, 'FP': 516, 'FN': 185}"
"{'TP': 717, 'TN': 403, 'FP': 498, 'FN': 182}"
"{'TP': 824, 'TN': 180, 'FP': 721, 'FN': 75}"
"{'TP': 872, 'TN': 71, 'FP': 830, 'FN': 27}"
"{'TP': 881, 'TN': 48, 'FP': 853, 'FN': 18}"
"{'TP': 874, 'TN': 69, 'FP': 832, 'FN': 25}"
"{'TP': 846, 'TN': 157, 'FP': 744, 'FN': 53}"
"{'TP': 780, 'TN': 405, 'FP': 496, 'FN': 119}"
"{'TP': 748, 'TN': 487, 'FP': 414, 'FN': 151}"
"{'TP': 813, 'TN': 352, 'FP': 549, 'FN': 86}"
"{'TP': 849, 'TN': 207, 'FP': 694, 'FN': 50}"
"{'TP': 852, 'TN': 198, 'FP': 703, 'FN': 47}"
"{'TP': 828, 'TN': 341, 'FP': 560, 'FN': 71}"
"{'TP': 754, 'TN': 597, 'FP': 304, 'FN': 145}"
"{'TP': 727, 'TN': 662, 'FP': 239, 'FN': 172}"
"{'TP': 777, 'TN': 577, 'FP': 324, 'FN': 122}"
"{'TP': 820, 'TN': 461, 'FP': 440, 'FN': 79}"
"{'TP': 801, 'TN': 540, 'FP': 361, 'FN': 98}"
"{'TP': 728, 'TN': 712, 'FP': 189, 'FN': 171}"
"{'TP': 707, 'TN': 753, 'FP': 148, 'FN': 192}"
"{'TP': 760, 'TN': 699, 'FP': 202, 'FN': 139}"
"{'TP': 783, 'TN': 670, 'FP': 231, 'FN': 116}"
"{'TP': 742, 'TN': 734, 'FP': 167, 'FN': 157}"
"{'TP': 710, 'TN': 775, 'FP': 126, 'FN': 189}"
"{'TP': 738, 'TN': 752, 'FP': 149, 'FN': 161}"
"{'TP': 769, 'TN': 734, 'FP': 167, 'FN': 130}"
"{'TP': 740, 'TN': 766, 'FP': 135, 'FN': 159}"
"{'TP': 733, 'TN': 777, 'FP': 124, 'FN': 166}"
"{'TP': 746, 'TN': 772, 'FP': 129, 'FN': 153}"
"{'TP': 761, 'TN': 757, 'FP': 144, 'FN': 138}"
"{'TP': 766, 'TN': 757, 'FP': 144, 'FN': 133}"
"{'TP': 754, 'TN': 778, 'FP': 123, 'FN': 145}"
"{'TP': 746, 'TN': 789, 'FP': 112, 'FN': 153}"
"{'TP': 746, 'TN': 795, 'FP': 106, 'FN': 153}"
"{'TP': 748, 'TN': 793, 'FP': 108, 'FN': 151}"
"{'TP': 751, 'TN': 792, 'FP': 109, 'FN': 148}"
"{'TP': 759, 'TN': 787, 'FP': 114, 'FN': 140}"
"{'TP': 762, 'TN': 779, 'FP': 122, 'FN': 137}"
"{'TP': 769, 'TN': 769, 'FP': 132, 'FN': 130}"
"{'TP': 777, 'TN': 759, 'FP': 142, 'FN': 122}"
